name,category,address,city,state,postal_code,phone,website_url,source_url,source_type,observed_at,rating,amenities,pet_policy,canonical,market_id
"Hotel Orielle, Autograph Collection",pet-friendly-hotels,102 West Bay Street,Savannah,GA,31401,+19127213800,https://www.marriott.com/en-us/hotels/savak-bohemian-hotel-savannah-riverfront-autograph-collection/overview/,https://www.marriott.com/en-us/hotels/savak-bohemian-hotel-savannah-riverfront-autograph-collection/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome. 1 dog 80 pounds max with USD 150 fee-owner responsible for pet; no cats allowed Non-Refundable Pet Fee Per Stay: $150.00 Maximum Pet Weight: 80.0lbs Maximum Number of Pets in Room: 1,,savannah-ga
Hyatt Regency Savannah,pet-friendly-hotels,2 W. Bay Street,Savannah,GA,31401,+1 912-238-1234,https://www.hyatt.com/hyatt-regency/en-us/savrs-hyatt-regency-savannah,https://www.hyatt.com/hyatt-regency/en-US/savrs-hyatt-regency-savannah,OFFICIAL_PROPERTY,2026-09-14,,,"We Are Dog Friendly | Your dog is welcome to stay with you at Hyatt Regency Savannah. For breed and weight restriction information, please get in touch with the hotel. While nonrefundable cleaning fees apply for pets, we do not charge guests a fee for service animals. For breed and weight restriction information, please contact the hotel. | For breed and weight restriction information, please contact the hotel. | *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel. | Pet Fees | 1-6 nights | $150 | STAY | + | $300 | 7 or more nights | Destination Fee | A daily destination fee of $25 (subject to change) is applied to each room of your stay to provide services and amenities which enhance the guest experience.",,savannah-ga
Iris Garden Inn,pet-friendly-hotels,347 Main Street,Savannah,GA,31408,(912) 777-5002,https://www.irishotel.org/policies/,https://www.irishotel.org/policies/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Pets allowed (dogs only) * Specific rooms only, restrictions apply * 2 per room (up to 110.23 lb)",,savannah-ga
JW Marriott Savannah Plant Riverside District,pet-friendly-hotels,500 West River Street,Savannah,GA,31401,+19123739100,https://www.marriott.com/en-us/hotels/savjw-jw-marriott-savannah-plant-riverside-district/overview/,https://www.marriott.com/en-us/hotels/savjw-jw-marriott-savannah-plant-riverside-district/overview/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Welcome. Max of 2 dogs, USD 150 non-refundable fee for first dog, 50 USD for additional Non-Refundable Pet Fee Per Stay: $150.00 Maximum Pet Weight: 25.0lbs Maximum Number of Pets in Room: 2",,savannah-ga
Kimpton Brice Hotel,pet-friendly-hotels,601 East Bay Street,Savannah,GA,31401,1-912-2381200,https://www.ihg.com/kimptonhotels/hotels/us/en/brice-savannah-ga/savkb/hoteldetail,https://www.ihg.com/kimptonhotels/hotels/us/en/brice-savannah-ga/savkb/hoteldetail,OFFICIAL_PROPERTY,2026-09-14,,,"Pets are welcome at Kimpton Brice Hotel. Pet policy description. We invite you to bring your pet no matter their size, weight, or breed, all at no extra charge. If your pet fits through the door, we will welcome them in. Pet weight limit: No weight limit per pet NO_LIMIT pets allowed Pets allowed: All pets allowed",,savannah-ga
La Quinta Inn & Suites by Wyndham Savannah Airport - Pooler,pet-friendly-hotels,414 Gray Street,Pooler,GA,31322,1-912-7483771,https://www.wyndhamhotels.com/laquinta/pooler-georgia/la-quinta-savannah-airport-pooler/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=53098&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Service Animals - ADA-defined service animals are welcome free of charge. / Pets Allowed - 2 pets max. Cats and dogs only. 75lbs or less per pet. / Fees - Non-refundable 25 USD nightly for up to 2 pets. Max 75 USD per stay. / Other Information - Contact hotel for additional details and availability.,,savannah-ga
MainStay Suites Savannah Midtown,pet-friendly-hotels,"6800 Abercorn Street, Building B",Savannah,GA,31405,(912) 244-3597,https://www.choicehotels.com/georgia/savannah/mainstay-hotels/gac34,https://www.choicehotels.com/georgia/savannah/mainstay-hotels/gac34,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets Allowed. Pet Charge 50.00 USD Per Pet, Per Stay. Non-Refundable deposit of 50.00 USD is required Per Stay. Pet limit 2 Pet Per Room. Max 50 Pounds. Service animals are permitted, without charge.",,savannah-ga
Microtel Inn & Suites by Wyndham Pooler/Savannah,pet-friendly-hotels,125 Continental Boulevard,Pooler,GA,31322,(912) 748-1112,https://www.wyndhamhotels.com/microtel/pooler-georgia/microtel-inn-and-suites-savannah-pooler/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=28318&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Service Animals - ADA-defined service animals welcome. / Dogs Allowed. 2 dogs max. 30lbs or less per pet. / Fees - 25USD per pet per night. / Other Information - Pets are not allowed in suite rooms. Contact hotel for additional details and availability.,,savannah-ga
"Perry Lane Hotel, a Luxury Collection Hotel, Savannah",pet-friendly-hotels,256 East Perry Street,Savannah,GA,31401,+19124159000,https://www.marriott.com/en-us/hotels/savlc-perry-lane-hotel-a-luxury-collection-hotel-savannah/overview/,https://www.marriott.com/en-us/hotels/savlc-perry-lane-hotel-a-luxury-collection-hotel-savannah/overview/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Welcome. 1 dog 50 pounds max per room, bed and amenity provided with dog bowl. Non-Refundable Pet Fee Per Stay: $200.00 Maximum Pet Weight: 50.0lbs Maximum Number of Pets in Room: 1",,savannah-ga
Quality Inn Port Wentworth Savannah North,pet-friendly-hotels,110 Travelers Way,Port Wentworth,GA,31407,(912) 200-6766,https://www.choicehotels.com/georgia/port-wentworth/quality-inn-hotels/ga907,https://www.choicehotels.com/georgia/port-wentworth/quality-inn-hotels/ga907,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets Allowed. Pet Charge 25.00 USD Per Pet, Per Night. Pet limit 3 Pet Per Room.. Service animals are permitted, without charge.",,savannah-ga
Quality Inn Richmond Hill - Savannah I-95,pet-friendly-hotels,"4300 Coastal Hwy US 17 South, Building A",Richmond Hill,GA,31324,(912) 556-6454,https://www.choicehotels.com/georgia/richmond-hill/quality-inn-hotels/ga778,https://www.choicehotels.com/georgia/richmond-hill/quality-inn-hotels/ga778,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets are Allowed with a fee of 20.00 USD Per Night and Per Pet. There is a maximum of 2 pets per room and a weight limit of 65 pounds per pet.. Service animals are permitted, without charge.",,savannah-ga
Quality Inn Savannah Historic District,pet-friendly-hotels,300 W. Bay St.,Savannah,GA,31401,(912) 235-0595,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga028,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga028,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets allowed. 50.00 USD plus tax per stay. A maximum of 2 pets per room and a maximum of 20 pounds.. Service animals are permitted, without charge.",,savannah-ga
Quality Inn Savannah I-95,pet-friendly-hotels,17007 Abercorn Street,Savannah,GA,31419,(912) 200-6752,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga851,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga851,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pet allowed 20.00 USD per night, per pet. Limit of 2 pets per room, weight limit per pet is 40 lbs. Maximum length of stay is 3 nights for pet rooms.. Service animals are permitted, without charge.",,savannah-ga
Quality Inn Savannah Midtown,pet-friendly-hotels,7100 Abercorn Street,Savannah,GA,31406,(912) 200-6740,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga809,https://www.choicehotels.com/georgia/savannah/quality-inn-hotels/ga809,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Dogs Are Allowed. No cats. Pet accommodation 10 USD Per Stay, Per Pet. Pet limit Maximum of 2 pets per room A maximum of 45 lbs per pet.. Service animals are permitted, without charge.",,savannah-ga
Red Roof Inn & Suites Savannah Airport,pet-friendly-hotels,20 Mill Creek Cir,Pooler,GA,31322,(912) 748-4050,https://www.redroof.com/property/ga/pooler/rri583,https://www.redroof.com/property/ga/pooler/rri583,OFFICIAL_PROPERTY,2026-09-14,,,"One, well-behaved domestic pet (cat or dog) Stays Free! Pets must be declared at check-in. Up to 2 pets allowed per room. Second pet $15/ night, not to exceed 7 nights or $105 per pet per stay. Pet not to exceed 80 pounds. Service and emotional support animals are always welcome.",,savannah-ga
Red Roof Inn Savannah North I-95 - Port Wentworth,pet-friendly-hotels,7200 GA-21,Port Wentworth,GA,31407,(912) 965-9393,https://www.redroof.com/property/ga/port-wentworth/rri1397,https://www.redroof.com/property/ga/port-wentworth/rri1397,OFFICIAL_PROPERTY,2026-09-14,,,"One, well-behaved domestic pet (cat or dog) Stays Free! Pets must be declared at check-in. Up to 2 pets allowed per room. Second pet $15/ night, not to exceed 7 nights or $105 per pet per stay. Pet not to exceed 80 pounds. Service and emotional support animals are always welcome.",,savannah-ga
Red Roof Inn Savannah - Richmond Hill/ I-95,pet-friendly-hotels,4494 Hwy 17,Richmond Hill,GA,31324,(912) 756-3376,https://www.redroof.com/property/ga/richmond-hill/rri1209,https://www.redroof.com/property/ga/richmond-hill/rri1209,OFFICIAL_PROPERTY,2026-09-14,,,"One, well-behaved domestic pet (cat or dog) Stays Free! Pets must be declared at check-in. Up to 2 pets allowed per room. Second pet $15/ night, not to exceed 7 nights or $105 per pet per stay. Pet not to exceed 80 pounds. Service and emotional support animals are always welcome.",,savannah-ga
Red Roof Inn Savannah - Southside/Midtown,pet-friendly-hotels,11750 Abercorn Street,Savannah,GA,31419,(912) 927-7720,https://www.redroof.com/property/ga/savannah/rri1253,https://www.redroof.com/property/ga/savannah/rri1253,OFFICIAL_PROPERTY,2026-09-14,,,"One, well-behaved domestic pet (cat or dog) Stays Free! Pets must be declared at check-in. Up to 2 pets allowed per room. Second pet $15/ night, not to exceed 7 nights or $105 per pet per stay. Pet not to exceed 80 pounds. Service and emotional support animals are always welcome.",,savannah-ga
Red Roof PLUS+ & Suites Savannah - I-95,pet-friendly-hotels,45 Fort Argyle Rd,Savannah,GA,31419,(912) 920-1920,https://www.redroof.com/property/ga/savannah/rri1206,https://www.redroof.com/property/ga/savannah/rri1206,OFFICIAL_PROPERTY,2026-09-14,,,"One, well-behaved domestic pet (cat or dog) Stays Free! Pets must be declared at check-in. Up to 2 pets allowed per room. Second pet $15/ night, not to exceed 7 nights or $105 per pet per stay. Pet not to exceed 80 pounds. Service and emotional support animals are always welcome.",,savannah-ga
Residence Inn by Marriott Savannah Airport,pet-friendly-hotels,900 Towne Center Boulevard,Pooler,GA,31322,+19129881433,https://www.marriott.com/en-us/hotels/savsp-residence-inn-savannah-airport/overview/,https://www.marriott.com/en-us/hotels/savsp-residence-inn-savannah-airport/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Pets allowed with USD 100 non-refundable fee per stay Non-Refundable Pet Fee Per Stay: $100.00 Maximum Pet Weight: 35.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
Residence Inn by Marriott Savannah Downtown/Historic District,pet-friendly-hotels,500 West Charlton Street,Savannah,GA,31401,+1 912-233-9996,https://www.marriott.com/en-us/hotels/savdv-residence-inn-savannah-downtown-historic-district/overview/,https://www.marriott.com/en-us/hotels/savdv-residence-inn-savannah-downtown-historic-district/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Pets are allowed with a non-refundable fee of USD 100 per room per stay Non-Refundable Pet Fee Per Stay: $100.00 Maximum Pet Weight: 50.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
Residence Inn by Marriott Savannah Midtown,pet-friendly-hotels,5710 White Bluff Road,Savannah,GA,31405,+1 912-356-3266,https://www.marriott.com/en-us/hotels/savri-residence-inn-savannah-midtown/overview/,https://www.marriott.com/en-us/hotels/savri-residence-inn-savannah-midtown/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Pets are allowed with a non-refundable fee of USD 100 per room per stay Non-Refundable Pet Fee Per Stay: $100.00 Maximum Pet Weight: 35.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
Sleep Inn Savannah Gateway I-95,pet-friendly-hotels,17013 Abercorn St.,Savannah,GA,31419,+1 912-921-1010,https://www.choicehotels.com/georgia/savannah/sleep-inn-hotels/ga730,https://www.choicehotels.com/georgia/savannah/sleep-inn-hotels/ga730,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets are allowed: 25.00 USD per night per pet, 200.00 USD refundable deposit required.. Service animals are permitted, without charge.",,savannah-ga
Sleep Inn Savannah Midtown,pet-friendly-hotels,6800 Abercorn Street,Savannah,GA,31405,(912) 356-1234,https://www.choicehotels.com/georgia/savannah/clarion-hotels/ga999,https://www.choicehotels.com/georgia/savannah/clarion-hotels/ga999,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets Are Allowed. 50.00 USD per stay, per pet. A maximum limit of 50 pounds and 2 pets per room.. Service animals are permitted, without charge.",,savannah-ga
Spark by Hilton Port Wentworth Savannah,pet-friendly-hotels,115 O'Leary Road,Port Wentworth,GA,31407,+1 912-964-0840,https://www.hilton.com/en/hotels/savpwpe-spark-port-wentworth-savannah/,https://www.hilton.com/en/hotels/savpwpe-spark-port-wentworth-savannah/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $75.00 non-refundable fee, 75 lbs maximum",,savannah-ga
Spark by Hilton Savannah Airport,pet-friendly-hotels,15 Jay R. Turner Dr.,Savannah,GA,31408,+1 912-629-1500,https://www.hilton.com/en/hotels/savinpe-spark-savannah-airport/,https://www.hilton.com/en/hotels/savinpe-spark-savannah-airport/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $75.00 non-refundable fee, 50 lbs maximum",,savannah-ga
Spark by Hilton Savannah Midtown,pet-friendly-hotels,8484 Abercorn St,Savannah,GA,31406,+1 912-927-7660,https://www.hilton.com/en/hotels/savpepe-spark-savannah-midtown/,https://www.hilton.com/en/hotels/savpepe-spark-savannah-midtown/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $20.00 non-refundable fee, 45 lbs maximum, Dogs only.",,savannah-ga
Spark by Hilton Savannah South I-95,pet-friendly-hotels,387 Canebrake Rd.,Savannah,GA,31419,+1 912-925-6996,https://www.hilton.com/en/hotels/savsope-spark-savannah-south-i-95/,https://www.hilton.com/en/hotels/savsope-spark-savannah-south-i-95/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $50.00 non-refundable fee, 75 lbs maximum",,savannah-ga
SpringHill Suites by Marriott Savannah Richmond Hill,pet-friendly-hotels,4428 Highway 17 South,Richmond Hill,GA,31324,+1 912-445-6090,https://www.marriott.com/en-us/hotels/savsr-springhill-suites-savannah-richmond-hill/overview/,https://www.marriott.com/en-us/hotels/savsr-springhill-suites-savannah-richmond-hill/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Dogs Only $75 non-refundable fee for 1-3 nights $150 non-refundable fee 4+nights Maximum Pet Weight: 75.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
Suburban Studios Abercorn,pet-friendly-hotels,10614 Abercorn Extension,Savannah,GA,31419,(912) 800-2539,https://www.choicehotels.com/georgia/savannah/suburban-hotels/ga573,https://www.choicehotels.com/georgia/savannah/suburban-hotels/ga573,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed: Yes / General: Pets Are Allowed. Small Domestic Animals Only. Pet Fee of 10.00 USD Per Night per pet. Limit of 30 pounds. Maximum of 2 pets per room.. Service animals are permitted, without charge.",,savannah-ga
Super 8 by Wyndham Savannah,pet-friendly-hotels,6 Gateway Blvd South,Savannah,GA,31419,(912) 925-9505,https://www.wyndhamhotels.com/super-8/savannah-georgia/super-8-savannah/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=59263&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Service Animals - ADA-defined service animals welcome. / Pets Allowed - 2 pets max. 75lbs or less per pet. / Fees - 15USD per night. Pet Sanitation Fee 150USD if required. / Other Information - Contact hotel for additional details and availability.,,savannah-ga
Tempo by Hilton Savannah Historic District,pet-friendly-hotels,220 E. Bryan St.,Savannah,GA,31401,+1 912-446-1102,https://www.hilton.com/en/hotels/atluvpo-tempo-savannah-historic-district/,https://www.hilton.com/en/hotels/atluvpo-tempo-savannah-historic-district/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $150.00 non-refundable fee, 80 lbs maximum",,savannah-ga
"The Alida, Savannah, a Tribute Portfolio Hotel",pet-friendly-hotels,412 Williamson Street,Savannah,GA,31401,+19127157000,https://www.marriott.com/en-us/hotels/savtx-the-alida-savannah-a-tribute-portfolio-hotel/overview/,https://www.marriott.com/en-us/hotels/savtx-the-alida-savannah-a-tribute-portfolio-hotel/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome. Our pet fee is non-refundable and is $150 per stay. We do not accept cats. Maximum Pet Weight: 40.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
"The Drayton Hotel Savannah, Curio Collection by Hilton",pet-friendly-hotels,7 Drayton Street,Savannah,GA,31401,+1 912-662-8900,https://www.hilton.com/en/hotels/savemqq-the-drayton-hotel-savannah/,https://www.hilton.com/en/hotels/savemqq-the-drayton-hotel-savannah/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $150.00 non-refundable fee, 25 lbs maximum",,savannah-ga
The Westin Savannah Harbor Golf Resort & Spa,pet-friendly-hotels,1 Resort Drive,Savannah,GA,31421,+19122012000,https://www.marriott.com/en-us/hotels/savwi-the-westin-savannah-harbor-golf-resort-and-spa/overview/,https://www.marriott.com/en-us/hotels/savwi-the-westin-savannah-harbor-golf-resort-and-spa/overview/,OFFICIAL_PROPERTY,2026-09-14,,,"We offer a limited selection of pet-friendly guest rooms, and guests are welcome to bring a dog weighing up to 40 pounds. No other pets are permitted. A 50 USD non-refundable daily fee for dogs will be collected upon check-in. We are happy to provide a Heavenly® Dog Bed, a pet welcome kit, and food bowls with a mat. Room assignments are subject to floors designated as pet-friendly. Not all room types can accommodate a pet. Pets may not be left unattended in a guest room. Dogs (excluding service dogs) are not allowed in any food and beverage outlets (including the pool area, tennis courts, and golf course).",,savannah-ga
TownePlace Suites by Marriott Savannah Airport,pet-friendly-hotels,4 Jay R Turner Drive,Savannah,GA,31408,+1 912-629-7775,https://www.marriott.com/en-us/hotels/savaa-towneplace-suites-savannah-airport/overview/,https://www.marriott.com/en-us/hotels/savaa-towneplace-suites-savannah-airport/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Pets allowed with USD 100 one time fee non-refundable Non-Refundable Pet Fee Per Stay: $100.00 Maximum Number of Pets in Room: 2,,savannah-ga
TownePlace Suites by Marriott Savannah Chatham Parkway,pet-friendly-hotels,2002 Chatham Center Drive,Savannah,GA,31405,+19129991905,https://www.marriott.com/en-us/hotels/savcp-towneplace-suites-savannah-chatham-parkway/overview/,https://www.marriott.com/en-us/hotels/savcp-towneplace-suites-savannah-chatham-parkway/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Max 2 pets. $75 for 1–5 nights; call hotel for stays over 5 nights. Non-Refundable Pet Fee Per Stay: $75.00 Maximum Pet Weight: 75.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
TownePlace Suites by Marriott Savannah Midtown,pet-friendly-hotels,11309 Abercorn Street,Savannah,GA,31419,+1 912-920-9080,https://www.marriott.com/en-us/hotels/savta-towneplace-suites-savannah-midtown/overview/,https://www.marriott.com/en-us/hotels/savta-towneplace-suites-savannah-midtown/overview/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Welcome Limit 2 pets per suite, pet contract required, call hotel for specifics Non-Refundable Pet Fee Per Stay: $100.00 Maximum Pet Weight: 60.0lbs Maximum Number of Pets in Room: 2",,savannah-ga
TownePlace Suites by Marriott Savannah Pooler,pet-friendly-hotels,100 Half Moon Way,Pooler,GA,31322,+19123489489,https://www.marriott.com/en-us/hotels/savtp-towneplace-suites-savannah-pooler/overview/,https://www.marriott.com/en-us/hotels/savtp-towneplace-suites-savannah-pooler/overview/,OFFICIAL_PROPERTY,2026-09-14,,,Pets Welcome Non-Refundable Pet Fee Per Stay: $75.00 Maximum Pet Weight: 75.0lbs Maximum Number of Pets in Room: 2,,savannah-ga
Travelodge by Wyndham Savannah Area/Richmond Hill,pet-friendly-hotels,4120 Highway 17,Richmond Hill,GA,31324,1-912-756-3325,https://www.wyndhamhotels.com/travelodge/richmond-hill-georgia/travelodge-savannah-area-richmond-hill/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=09696&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Maximum 2 pets are welcome for a non-refundable fee of 10 USD per pet per night. ADA defined service animals are also welcome at our hotel.,,savannah-ga
Tru by Hilton Savannah Airport,pet-friendly-hotels,90 Stephen S Green Drive,Savannah,GA,31408,+1 912-348-6750,https://www.hilton.com/en/hotels/savruru-tru-savannah-airport/,https://www.hilton.com/en/hotels/savruru-tru-savannah-airport/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $75.00 non-refundable fee, 25 lbs maximum, Dogs only--no cats, birds, fish, or reptiles. $75 pet fee for 1-4 nights, $125 pet fee for 5+ nights.",,savannah-ga
Tru By Hilton Savannah Midtown,pet-friendly-hotels,77 W Fairmont Ave,Savannah,GA,31406,+1 912-200-5505,https://www.hilton.com/en/hotels/savmnru-tru-savannah-midtown/,https://www.hilton.com/en/hotels/savmnru-tru-savannah-midtown/,OFFICIAL_PROPERTY,2026-09-14,,,"Pets allowed, $75.00 non-refundable fee, 100 lbs maximum, $75 per pet for 1-4 nights. $125 for 5 nights or more.",,savannah-ga
TRYP by Wyndham Savannah Downtown/Historic District,pet-friendly-hotels,320 Montgomery Street,Savannah,GA,31401,(912) 921-5300,https://www.wyndhamhotels.com/tryp/savannah-georgia/tryp-by-wyndham-savannah-downtown-historic-district/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=54146&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Service Animals - ADA-defined service animals welcome. / Pets Allowed - 2 pets maximum. / Fees - 50USD per pet per night. /Other information - Contact hotel for additional details and availability.,,savannah-ga
Wingate by Wyndham Savannah I-95 North,pet-friendly-hotels,7210 GA Hwy 21,Port Wentworth,GA,31407,(912) 964-8900,https://www.wyndhamhotels.com/wingate/port-wentworth-georgia/wingate-savannah-i-95-north/overview,https://www.wyndhamhotels.com/BWSServices/services/search/property/search?isOverviewNeeded=true&propertyId=51296&isAmenitiesNeeded=false&channelId=tab&language=en-us&isRoomAmenitiesNeeded=false,OFFICIAL_PROPERTY,2026-09-14,,,Service Animals - ADA-defined service animal welcome. / Dogs Allowed. 1 dog max. 50lbs or less per pet / Fees - 35USD per pet per night. / Other - Please contact the hotel for pet policy on long term stays. Contact hotel for additional details and availability.,,savannah-ga
WoodSpring Suites Savannah West Chatham Parkway,pet-friendly-hotels,115 Woodspring Drive,Savannah,GA,31405,(912) 800-7973,https://www.woodspring.com/extended-stay-hotels/locations/georgia/savannah/woodspring-suites-savannah-west-chatham-parkway,https://www.woodspring.com/extended-stay-hotels/locations/georgia/savannah/woodspring-suites-savannah-west-chatham-parkway,OFFICIAL_PROPERTY,2026-09-14,,,"Pets Allowed. Pet Charge 20 USD Per Pet,Per Night. Pet limit 2 Pet Per Room. Max 75 Pounds",,savannah-ga
